country,attraction,address,latitude,longitude
Algeria,Musee_National_du_Bardo-Algiers_Algiers_Province,"3, rue Franklin Roosevelt,, Algiers 16100, Algeria",36.7559073,3.0471548
Algeria,Le_Musee_National_Des_Beaux_Arts-Algiers_Algiers_Province,"Dar Essalam El Hamma, Algiers, Algeria",46.8009941,-71.2254085
Algeria,Musem_de_l_Armee-Algiers_Algiers_Province,"Riadh El Feth, Algiers 16015, Algeria",36.7429079,3.0701347
Algeria,Museum_of_Modern_Art_Algiers-Algiers_Algiers_Province,"25, rue Larbi Ben M_Hidi, Algiers, Algeria",36.7773333,3.0580241
Algeria,Monument_Aux_Morts-Constantine_Constantine_Province,"Rocher de Sidi M'Cid, Constantine, Algeria",36.3724212,6.6142064
Algeria,Memorial_du_Martyr-Algiers_Algiers_Province,"Boulevard Khalifa Oulmane, Algiers, Algeria",36.7401728,3.0730249
Algeria,Emir_Abdelkader_Mosque-Constantine_Constantine_Province,"Constantine, Algeria",36.360155,6.642433
Algeria,Theatre_Regional_de_Constantine-Constantine_Constantine_Province,"1 Rue Bounab Ali, Constantine 25000, Algeria",36.3652816,6.6104764
Algeria,Le_Jardin_d_Essai_du_Hamma-Algiers_Algiers_Province,"Rue Hassiba Ben Bouali - BP 141, Algiers 16000, Algeria",36.7484043,3.075778
Algeria,Chrea_National_Park-Blida_Blida_Province,"1 Route Nationale, Blida 09006, Algeria",36.3600343,2.8178291
Algeria,Plage_de_Madagh_1-Oran_Oran_Province,"20 W, Oran 31000, Algeria",35.709707,-0.6350063
Algeria,Algerian_Sahara-Algeria,Algeria,28.033886,1.659626
Algeria,Tipasa_Archaeological_Park-Tipasa_Tipasa_Province,"Tipasa, Algeria",36.6178786,2.3912362
Algeria,Citadelle_et_Palais_El_Mechouar-Tlemcen_Tlemcen_Province,"Citadelle El El Mechouar, El Mechouar, Tlemcen 13000, Algeria",34.8805776,-1.3086696
Algeria,Monument_Aux_Morts-Constantine_Constantine_Province,"Rocher de Sidi M'Cid, Constantine, Algeria",36.3724212,6.6142064
Algeria,Cuicul_Roman_Ruins-Djemila_Setif_Province,"Djemila, Algeria",36.3179676,5.7932008
Algeria,Notre_Dame_d_Afrique-Algiers_Algiers_Province,"03, Avenue Ali Ourak, Algiers 16070, Algeria",36.7998741,3.0403247
Algeria,Emir_Abdelkader_Mosque-Constantine_Constantine_Province,"Constantine, Algeria",36.360155,6.642433
Algeria,Mosquee_Sidi_Boumediene-Tlemcen_Tlemcen_Province,"Rue Ibn Khaldoun | El Eubbad, Tlemcen 13000, Algeria",34.8778492,-1.28959
Algeria,The_Royal_Mausoleum_of_Mauretania-Tipasa_Tipasa_Province,"13 KM East of Tipasa, Tipasa, Algeria",36.679532,2.8780828
Algeria,Timgad-Batna_Batna_Province,"Batna, Algeria",35.5610218,6.1739116
Algeria,Great_Mosque_or_Tlemcen-Tlemcen_Tlemcen_Province,"Tlemcen, Algeria",34.8884062,-1.3180042
Algeria,Tiddis_Roman_Ruins-Constantine_Constantine_Province,"Ville Romaine de Tiddis | North West of Constantine City, Constantine, Algeria",36.360155,6.642433
Algeria,Al_Qal_a_of_Beni_Hammad-M_sila_M_Sila_Province,"Commune of Maadid Bechara, M'sila, Algeria",35.8220038,4.789928
Angola,Miradouro_da_Lua-Luanda_Luanda_Province,"Luanda, Angola",-8.8399876,13.2894368
Angola,Fortaleza_de_Sao_Miguel-Luanda_Luanda_Province,"Calcada de Sao Miguel, Luanda, Angola",-8.810071,13.2234393
Angola,Avenida_4_de_Fevereiro-Luanda_Luanda_Province,"Av. 4 de Fevereiro, Luanda, Angola",-8.810189,13.2326272
Angola,Tundavala-Lubango_Huila_Province,"Chela, Lubango, Angola",-14.933131,13.468683
Angola,Avenida_4_de_Fevereiro-Luanda_Luanda_Province,"Av. 4 de Fevereiro, Luanda, Angola",-8.810189,13.2326272
Angola,Tundavala-Lubango_Huila_Province,"Chela, Lubango, Angola",-14.933131,13.468683
Angola,Sangano_Beach-Luanda_Luanda_Province,"Luanda, Angola",-8.8399876,13.2894368
Angola,Ilha_do_Mussulo-Luanda_Luanda_Province,"Luanda, Angola",-8.8399876,13.2894368
Angola,Miradouro_da_Lua-Luanda_Luanda_Province,"Luanda, Angola",-8.8399876,13.2894368
Angola,Mausoleum_of_Agostinho_Neto-Luanda_Luanda_Province,"Luanda, Angola",-8.8399876,13.2894368
Angola,Christ_the_King_Statue-Lubango_Huila_Province,"Creisto Rei, Lubango, Angola",-14.9400254,13.5118921
Angola,Black_Rocks-Malanje_Malanje_Province,"Lunda Norte, Malanje, Angola",-9.5418224,16.3346061
Botswana,Okavango_Delta-Maun_North_West_District,"Maun, Botswana",-19.9952622,23.4180769
Botswana,Moremi_Wildlife_Reserve-Moremi_Game_Reserve_Okavango_Delta_North_West_District,"Moremi Game Reserve, Botswana",-19.366863,23.045197
Botswana,Chobe_National_Park-Kasane_North_West_District,"Kasane, Botswana",-17.7952306,25.1711298
Botswana,Savute_Reserve-Chobe_National_Park_North_West_District,"Chobe National Park, Botswana",-18.6666667,24.5
Botswana,Three_Chiefs_Statues-Gaborone_South_East_District,"Gaborone, Botswana",-24.6282079,25.9231471
Botswana,Khwai_River_Bridge-Okavango_Delta_North_West_District,Botswana,-22.328474,24.684866
Botswana,Tsodilo_Hills-Shakawe_North_West_District,"Near Sepupa | Northwest Botswana, Shakawe, Botswana",-18.7438658,21.7331462
Botswana,ISKCON_Gaborone-Gaborone_South_East_District,"Masokwe 18678 | West Phase 2, Gaborone, Botswana",-24.6529673,25.8984825
Botswana,Okavango_Delta-Maun_North_West_District,"Maun, Botswana",-19.9952622,23.4180769
Botswana,Moremi_Wildlife_Reserve-Moremi_Game_Reserve_Okavango_Delta_North_West_District,"Moremi Game Reserve, Botswana",-19.366863,23.045197
Botswana,Savute_Reserve-Chobe_National_Park_North_West_District,"Chobe National Park, Botswana",-18.6666667,24.5
Botswana,Makgadikgadi_Salt_Pan-Makgadikgadi_Pans_National_Park_Central_District,"Makgadikgadi Pans National Park, Botswana",-20.7913528,25.4733554
Cote_d_Ivoire,Basilica_of_Our_Lady_of_Peace-Yamoussoukro_Lacs_Region,"Yamoussoukro, Cote d'Ivoire",6.8276228,-5.2893433
Cote_d_Ivoire,St_Paul_s_Cathedral-Abidjan_Lagunes_Region,"Blvd. Angoulvant, Abidjan, Cote d'Ivoire",5.3260506,-4.0217613
Cote_d_Ivoire,The_Plateau-Abidjan_Lagunes_Region,"Abidjan, Cote d'Ivoire",5.3599517,-4.0082563
Cote_d_Ivoire,Jardin_botanique_de_Bingerville-Abidjan_Lagunes_Region,"Abidjan, Cote d'Ivoire",5.3599517,-4.0082563
Cote_d_Ivoire,St_Paul_s_Cathedral-Abidjan_Lagunes_Region,"Blvd. Angoulvant, Abidjan, Cote d'Ivoire",5.3260506,-4.0217613
Cote_d_Ivoire,L_Ancienne_Maison_du_Gouverneur_de_Bas_Sassandra-Sassandra_Haut_Sassandra_Region,"Route de la Maison du Gouverneur, L'Embauchere du Sassandra, Sassandra 06BP6103, Cote d'Ivoire",4.951276,-6.091752
Cote_d_Ivoire,Le_Wharf_du_Sassandra-Sassandra_Haut_Sassandra_Region,"L'Ancienne Port de Sassandra, Boulevard de la Plage, Sassandra 06BP6103, Cote d'Ivoire",4.951276,-6.091752
Cote_d_Ivoire,Le_Pont_Weygand-Sassandra_Haut_Sassandra_Region,"Route de Gagnoa, Sassandra, Cote d'Ivoire",4.9512761,-6.0917517
Cote_d_Ivoire,Jardin_botanique_de_Bingerville-Abidjan_Lagunes_Region,"Abidjan, Cote d'Ivoire",5.3599517,-4.0082563
Cote_d_Ivoire,Dipi_Crocodile_Farm-Assinie_Sud_Comoe_Region,"Assinie Mafia Route, Assinie, Cote d'Ivoire",5.1443318,-3.3242226
Cote_d_Ivoire,Banco_National_Park-Abidjan_Lagunes_Region,"Autoroute Nord | Espace 姓cotouristique du Banco situ姓 pr撰s de la Station Serviec Shell., Abidjan, Cote d'Ivoire",5.3599517,-4.0082563
Cote_d_Ivoire,Les_Cascades_de_Man-Man_Dix_Huit_Montagnes_Region,"Man, Cote d'Ivoire",7.4064275,-7.5572231
Egypt,Temple_of_Karnak-Luxor_Nile_River_Valley,"Luxor 81111, Egypt",25.6872431,32.6396357
Egypt,Abu_Simbel_Temple_Complex-Abu_Simbel_Aswan_Governorate_Nile_River_Valley,"Abu Simbel, Egypt",22.3372319,31.625799
Egypt,Ras_Mohamed_National_Park-Sharm_El_Sheikh_South_Sinai_Red_Sea_and_Sinai,"Sinai, Sharm El Sheikh, Egypt",27.913239,34.328149
Egypt,Luxor_Temple-Luxor_Nile_River_Valley,"Corniche El Nil St. Luxor, Luxor 23512, Egypt",26.1539538,32.7012389
Egypt,Egyptian_Antiquities_Museum-Cairo_Cairo_Governorate,"Midan El Tahrir | Geographical Society Building, Cairo 11511, Egypt",30.0478468,31.2336493
Egypt,Luxor_Museum-Luxor_Nile_River_Valley,"Center Corniche Ave, Luxor, Egypt",25.7076132,32.6445491
Egypt,The_Grand_Egyptian_Museum-Giza_Giza_Governorate,"El Remayah Sq, Cairo-Alex. Road | Pyramids, Giza, Egypt",29.9891785,31.130273
Egypt,Bibliotheca_Alexandrina-Alexandria_Alexandria_Governorate,"El Shatby, Alexandria 30100, Egypt",31.2082893,29.9146425
Egypt,Temple_of_Karnak-Luxor_Nile_River_Valley,"Luxor 81111, Egypt",25.6872431,32.6396357
Egypt,Abu_Simbel_Temple_Complex-Abu_Simbel_Aswan_Governorate_Nile_River_Valley,"Abu Simbel, Egypt",22.3372319,31.625799
Egypt,Pyramids_of_Giza-Giza_Giza_Governorate,"Al Haram Str., Giza 12611, Egypt",30.0001534,31.1765054
Egypt,Great_Sphinx-Giza_Giza_Governorate,"Al-Haram, Giza, Egypt",30.0001534,31.1765054
Egypt,Luxor_Temple-Luxor_Nile_River_Valley,"Corniche El Nil St. Luxor, Luxor 23512, Egypt",26.1539538,32.7012389
Egypt,Great_Sphinx-Giza_Giza_Governorate,"Al-Haram, Giza, Egypt",30.0001534,31.1765054
Egypt,Temple_of_Hatshepsut_at_Deir_el_Bahari-Luxor_Nile_River_Valley,"Luxor 23512, Egypt",25.6872431,32.6396357
Egypt,Memphis_and_Sakkara-Cairo_Cairo_Governorate,"Cairo 11655, Egypt",30.0444196,31.2357116
Egypt,Makadi_Water_World-Hurghada_Red_Sea_and_Sinai,"Makadi Bay | Madinat Makadi, Hurghada, Egypt",26.9840446,33.8923347
Egypt,Jungle_Aqua_Park-Hurghada_Red_Sea_and_Sinai,"Safaga Road, Hurghada, Egypt",27.1587371,33.8255385
Egypt,Aqua_Blue_Water_Sports-Sharm_El_Sheikh_South_Sinai_Red_Sea_and_Sinai,"Ras Um El Sid, Sharm El Sheikh, Egypt",27.8598,34.2824
Egypt,Sindbad_Aqua_Park-Hurghada_Red_Sea_and_Sinai,"Sindbad Club, Hurghada, Egypt",27.1876928,33.8331914
Egypt,Tiran_Island-Sharm_El_Sheikh_South_Sinai_Red_Sea_and_Sinai," | Lodg hotel -Hadaba, Sharm El Sheikh 41169, Egypt",27.9158175,34.3299505
Egypt,Mahmya_Island-Hurghada_Red_Sea_and_Sinai,"Hurghada, Egypt",27.2578957,33.8116067
Egypt,Philae_Island-Aswan_Aswan_Governorate_Nile_River_Valley,"Aswan, Egypt",24.088938,32.8998293
Egypt,Giftun_Islands-Hurghada_Red_Sea_and_Sinai,"Hurghada, Egypt",27.2578957,33.8116067
Egypt,Temple_of_Karnak-Luxor_Nile_River_Valley,"Luxor 81111, Egypt",25.6872431,32.6396357
Egypt,Abu_Simbel_Temple_Complex-Abu_Simbel_Aswan_Governorate_Nile_River_Valley,"Abu Simbel, Egypt",22.3372319,31.625799
Egypt,Luxor_Temple-Luxor_Nile_River_Valley,"Corniche El Nil St. Luxor, Luxor 23512, Egypt",26.1539538,32.7012389
Egypt,Valley_of_the_Kings-Luxor_Nile_River_Valley,"Luxor City, Luxor 85511, Egypt",25.69734,32.637016
Egypt,Luxor_Temple-Luxor_Nile_River_Valley,"Corniche El Nil St. Luxor, Luxor 23512, Egypt",26.1539538,32.7012389
Egypt,Temple_of_Medinat_Habu-Luxor_Nile_River_Valley,"Thebes, Luxor, Egypt",25.7214556,32.608315
Egypt,Temple_of_Philae-Aswan_Aswan_Governorate_Nile_River_Valley,"Island of Agilika, Aswan, Egypt",24.0251863,32.8842355
Egypt,Mount_Sinai-Saint_Catherine_Red_Sea_and_Sinai,"Saint Catherine 46512, Egypt",28.5594209,33.9468956
Egypt,Great_Pyramid_of_Cheops_Khufu-Giza_Giza_Governorate," | pyramids Giza, Giza 12655, Egypt",29.9485372,31.0959956
Egypt,Great_Sphinx-Giza_Giza_Governorate,"Al-Haram, Giza, Egypt",30.0001534,31.1765054
Egypt,Temple_of_Philae-Aswan_Aswan_Governorate_Nile_River_Valley,"Island of Agilika, Aswan, Egypt",24.0251863,32.8842355
Egypt,Old_City_Coptic_Cairo-Cairo_Cairo_Governorate,"Cairo, Egypt",30.0444196,31.2357116
Kenya,David_Sheldrick_Wildlife_Trust-Nairobi,"Mbagathi Road | Kws Workshop Entrance - Nairobi National Park, Nairobi 00503, Kenya",-1.3666667,36.8333333
Kenya,Mara_River-Maasai_Mara_National_Reserve_Rift_Valley_Province,"Maasai Mara National Reserve, Kenya",-1.4065513,34.906551
Kenya,Tsavo_East-Tsavo_National_Park_East_Coast_Province,"Voi | Mageso Chember, Tsavo National Park East 00200, Kenya",-2.1833333,38.4166667
Kenya,Mara_Triangle-Maasai_Mara_National_Reserve_Rift_Valley_Province,"Maasai Mara National Reserve 00619, Kenya",-1.4065513,34.906551
Kenya,Karen_Blixen_Coffee_Garden_and_Cottages-Nairobi,"336 Karen Road, Nairobi, Kenya",-1.3453563,36.7144005
Kenya,Lamu_Old_Town-Lamu_Island_Coast_Province,"Lamu Island, Kenya",-2.290435,40.8677469
Kenya,Old_Town-Mombasa_Coast_Province,"Near Ndia Kuu Road, Mombasa 00200, Kenya",-4.0604107,39.6786446
Kenya,Jumba_la_Mtwana-Mombasa_Coast_Province,"Kilifi district, Coast province, Mombasa 80100, Kenya",-4.0434771,39.6682065
Kenya,Gede_Ruins-Gede_Coast_Province,"Mombasa-Malindi Road, Gede 5067-80200 MALINDI, Kenya",-3.318675,39.99753
Kenya,Karen_Blixen_Museum-Nairobi,"Karen Rd | Langata, Nairobi, Kenya",-1.3453563,36.7144005
Kenya,Nairobi_National_Museum-Nairobi,"Museum Hill, Nairobi 00100, Kenya",-1.273966,36.814488
Kenya,Fort_Jesus_Museum-Mombasa_Coast_Province,"Ndia Kuu, Mombasa 00200, Kenya",-4.0604107,39.6786446
Kenya,David_Sheldrick_Wildlife_Trust-Nairobi,"Mbagathi Road | Kws Workshop Entrance - Nairobi National Park, Nairobi 00503, Kenya",-1.3666667,36.8333333
Kenya,Tsavo_East-Tsavo_National_Park_East_Coast_Province,"Voi | Mageso Chember, Tsavo National Park East 00200, Kenya",-2.1833333,38.4166667
Kenya,Mara_Triangle-Maasai_Mara_National_Reserve_Rift_Valley_Province,"Maasai Mara National Reserve 00619, Kenya",-1.4065513,34.906551
Kenya,Ol_Pejeta_Conservancy-Laikipia_County_Rift_Valley_Province,"Nanyuki | Private Bag, 10400, Kenya",0.0462198,36.9328594
Kenya,Amboseli_National_Park-Amboseli_National_Park_Amboseli_Eco_system_Rift_Valley_Pr,"Amboseli National Park, Kenya",-2.6520157,37.2607672
Kenya,Nairobi_National_Park-Nairobi,"Langata Road, Nairobi, Kenya",-1.3361981,36.7758739
Kenya,Hell_s_Gate_National_Park-Naivasha_Rift_Valley_Province,"Lake Road South, Naivasha 20117, Kenya",-0.7061655,36.4269237
Kenya,Watamu_National_Marine_Park-Watamu_Coast_Province,"Watamu 80202, Kenya",-3.3425465,40.0274159
Kenya,Aberdare_National_Park-Nyeri_Central_Province,"Nyeri, Kenya",-0.4277809,36.9433591
Kenya,Kisite_Mpunguti_Marine_National_Park_and_Reserve-Shimoni_Coast_Province,"Shimoni KWS HQ, Kenya",-1.335347,36.7804
Kenya,Machakos_People_s_Park-Machakos_Eastern_Province,"P.O. box 1712, Machakos 90100, Kenya",-1.298878,36.8328866
Kenya,August_7th_Memorial_Park-Nairobi,"Moi Avenue/Hail Selassie Junction, Nairobi, Kenya",-1.288986,36.8269605
Gambia,Kotu_Beach-Kotu_Banjul_Division,"Kotu, Gambia",13.4576795,-16.702825
Gambia,Katchikally_Crocodile_Pool-Bakau_Banjul_Division,"Bakau, Gambia",13.4794397,-16.6703963
Gambia,Birdwatching_in_The_Gambia-Marakissa_West_Coast_Division,"Close to the River Gambia National Park, Marakissa, Gambia",13.2156281,-16.6497623
Gambia,Bijilo_Forest_Park-Banjul_Banjul_Division,"Banjul, Gambia",13.4548761,-16.5790323
Gambia,Katchikally_Crocodile_Pool-Bakau_Banjul_Division,"Bakau, Gambia",13.4794397,-16.6703963
Gambia,Birdwatching_in_The_Gambia-Marakissa_West_Coast_Division,"Close to the River Gambia National Park, Marakissa, Gambia",13.2156281,-16.6497623
Gambia,Bijilo_Forest_Park-Banjul_Banjul_Division,"Banjul, Gambia",13.4548761,-16.5790323
Gambia,Makasutu_Culture_Forest-Serekunda_Banjul_Division,"Serekunda, Gambia",13.4502991,-16.6880841
Gambia,Fort_James_Island-Gambia,"James Island | Juffureh, Gambia",13.3174991,-16.3613722
Gambia,Arch_22-Banjul_Banjul_Division,"Banjul, Gambia",13.4548761,-16.5790323
Gambia,Stone_Circles_of_Senegambia-Serekunda_Banjul_Division,"North Bank Road | Near Kuntaur, Central River Division, Serekunda, Gambia",13.4502991,-16.6880841
Gambia,The_Reptile_Farm-Kartong_West_Coast_Division,"Village of Kartong, Kartong, Gambia",13.0902416,-16.7544259
Madagascar,Avenue_of_the_Baobabs-Morondava_Toliara_Province,"Morondava, Madagascar",-20.2904186,44.2999955
Madagascar,Lokobe_Nature_Special_Reserve-Nosy_Be_Antsiranana_Province,"Nosy Be, Madagascar",-13.3150186,48.2592606
Madagascar,Andasibe_Mantadia_National_Park_Reserve_of_Perinet-Andasibe_Toamasina_Province," | 3 hours East of Tana, Andasibe, Madagascar",-18.83498,48.4587382
Madagascar,Isalo_National_Park-Isalo_Toliara_Province,"Isalo, Madagascar",-22.4654542,45.2618568
Madagascar,Nosy_Sakatia-Nosy_Be_Antsiranana_Province,"Nosy Be, Madagascar",-13.3150186,48.2592606
Madagascar,Nosy_Tanikely-Nosy_Tanihely_Antsiranana_Province,"Nosy Tanikely, Nosy Tanihely, Madagascar",-13.4827885,48.2374868
Madagascar,Nosy_Fanihy-Nosy_Be_Antsiranana_Province,"Nosy Be, Madagascar",-13.3150186,48.2592606
Madagascar,Madagascar-Morondava_Toliara_Province,"13 Avenue of baobabs Madagascar, Morondava 619, Madagascar",-20.2498059,44.4193934
Madagascar,Ambohimanga-Antananarivo_Antananarivo_Province,"23 km North of Antananarivo, Antananarivo 101, Madagascar",-18.7602306,47.5620739
Madagascar,Croc_Farm-Antananarivo_Antananarivo_Province,"Antananarivo, Madagascar",-18.8791902,47.5079055
Madagascar,Fort_Manda-Toamasina_Tamatave_Toamasina_Province,"Foulpointe, Toamasina (Tamatave) 501, Madagascar",-17.6777892,49.5060414
Madagascar,Gare_de_Soarano-Antananarivo_Antananarivo_Province,"Avenue de l'indipendence, Antananarivo 101, Madagascar",-18.9054773,47.5228834
Madagascar,Avenue_of_the_Baobabs-Morondava_Toliara_Province,"Morondava, Madagascar",-20.2904186,44.2999955
Madagascar,Lokobe_Nature_Special_Reserve-Nosy_Be_Antsiranana_Province,"Nosy Be, Madagascar",-13.3150186,48.2592606
Madagascar,Andasibe_Mantadia_National_Park_Reserve_of_Perinet-Andasibe_Toamasina_Province," | 3 hours East of Tana, Andasibe, Madagascar",-18.83498,48.4587382
Madagascar,Tsingy_de_Bemaraha_Strict_Nature_Reserve-Madagascar,Madagascar,-18.766947,46.869107
Madagascar,Andasibe_Mantadia_National_Park_Reserve_of_Perinet-Andasibe_Toamasina_Province," | 3 hours East of Tana, Andasibe, Madagascar",-18.83498,48.4587382
Madagascar,Isalo_National_Park-Isalo_Toliara_Province,"Isalo, Madagascar",-22.4654542,45.2618568
Madagascar,Parc_National_de_l_Andringitra-Ambalavao_Fianarantsoa_Province,"Ambalavao, Ambalavao 303, Madagascar",-21.8315657,46.9368047
Madagascar,Blue_pool-Ranohira_Fianarantsoa_Province,"Isalo National park, Ranohira, Madagascar",-22.4654542,45.2618568
Madagascar,Canal_des_Pangalanes-Manakara_Fianarantsoa_Province,"Manakara, Manakara 316, Madagascar",-22.1432288,48.0059825
Madagascar,Tsiribihina_River-Tsingy_de_Bemaraha_National_Park_Mahajanga_Province,"Tsingy de Bemaraha National Park, Madagascar",-18.89767,44.82981
Madagascar,Blue_pool-Ranohira_Fianarantsoa_Province,"Isalo National park, Ranohira, Madagascar",-22.4654542,45.2618568
Madagascar,Black_pool-Ranohira_Fianarantsoa_Province,"Isalo national Park, Ranohira, Madagascar",-22.4654542,45.2618568
Madagascar,Tsingy_Rouge_Park-Antsiranana_Diego_Suarez_Antsiranana_Province,"National Park Outside diego Suarez, Antsiranana (Diego Suarez) 201, Madagascar",-12.3231349,49.2942833
Madagascar,Lemurs_Park-Antananarivo_Antananarivo_Province,"Route Nationale no1, PK 22, Katsaoka Imerintsiatosika | Route d'Ampefy, Antananarivo 101, Madagascar",-18.9543095,47.3586917
Madagascar,Analamazaotra_Special_Reserve-Andasibe_Toamasina_Province,"Perinet II, Andasibe 514, Madagascar",-18.922638,48.4084887
Madagascar,Kirindy_Forest_Morondava_Madagascar-Morondava_Toliara_Province,"117 BP Tsimahavaobe, Morondava 619, Madagascar",-20.7397663,44.1720266
Morocco,Hassan_II_Mosque-Casablanca_Grand_Casablanca_Region,"Blvd Sidi Mohammed Ben Abdallah, Casablanca 20450, Morocco",33.6074391,-7.6305814
Morocco,Merzouga_Desert-Merzouga_Meknes_Tafilalet_Region,"Merzouga, Morocco",31.0801676,-4.013361
Morocco,Moroccan_Active_Adventures-Marrakech_Marrakech_Tensift_El_Haouz_Region,"Marrakech 40000, Morocco",31.6338413,-7.9853016
Morocco,Jardin_Majorelle-Marrakech_Marrakech_Tensift_El_Haouz_Region,"Rue Yves Saint Laurent, Marrakech 40000, Morocco",31.641531,-8.0022585
Morocco,Ben_Youssef_Madrasa-Marrakech_Marrakech_Tensift_El_Haouz_Region,"Kaat Benahid, Marrakech 40000, Morocco",31.631384,-7.9844436
Morocco,Medina_of_Essaouira-Essaouira_Marrakech_Tensift_El_Haouz_Region," | Essaouira Beach, Essaouira 44000, Morocco",31.4991058,-9.7616958
Morocco,Ksar_of_Ait_Ben_Haddou-Ait_Ben_Haddou_Souss_Massa_Draa_Region,"Ait Ben Haddou 45000, Morocco",31.047043,-7.1318996
Morocco,Medina-Chefchaouen_Tangier_Tetouan_Region,"Chefchaouen, Morocco",35.1612182,-5.2632201
Morocco,Photography_Museum_of_Marrakech-Marrakech_Marrakech_Tensift_El_Haouz_Region,"46, Rue Souk Ahal Fassi, Marrakech 40000, Morocco",31.6319927,-7.9842975
Morocco,Boucharouite_Museum-Marrakech_Marrakech_Tensift_El_Haouz_Region,"Azbezt 107, Derb El Cadi, Marrakech 40000, Morocco",31.6292154,-7.9843542
Morocco,Ecomusee_Berbere-Marrakech_Marrakech_Tensift_El_Haouz_Region,"Rue Yves Saint Laurent | Douar Tafza, Marrakech 40090, Morocco",31.6418679,-8.0029127
Morocco,American_Legation-Tangier_Tangier_Tetouan_Region,"8 Zankat America, Tangier 90000, Morocco",35.7840246,-5.8107403
Morocco,Jardin_Majorelle-Marrakech_Marrakech_Tensift_El_Haouz_Region,"Rue Yves Saint Laurent, Marrakech 40000, Morocco",31.641531,-8.0022585
Morocco,Le_Paradis_du_Safran-Ourika_Marrakech_Tensift_El_Haouz_Region,"Douar Takaterete/Ait Touchente, km 31, Route d'Ourika | Douar Takaterete/Ait Touchente, km 31,, Ourika 42452, Morocco",31.3745358,-7.7905758
Morocco,Le_Jardin_Secret-Marrakech_Marrakech_Tensift_El_Haouz_Region,"Rue Mouassine, 121, Marrakech 40030, Morocco",31.6310557,-7.9893785
Morocco,Jardin_Jnan_Sbil-Fes_Fes_Boulemane_Region,"Avenue Moulay Youssef, Fes 30000, Morocco",34.046926,-5.004107
Morocco,Medina_of_Fez-Fes_Fes_Boulemane_Region,"Fes 30000, Morocco",34.0181246,-5.0078451
Morocco,Ben_Youssef_Madrasa-Marrakech_Marrakech_Tensift_El_Haouz_Region,"Kaat Benahid, Marrakech 40000, Morocco",31.631384,-7.9844436
Morocco,Ksar_of_Ait_Ben_Haddou-Ait_Ben_Haddou_Souss_Massa_Draa_Region,"Ait Ben Haddou 45000, Morocco",31.047043,-7.1318996
Morocco,Medina_of_Marrakesh-Marrakech_Marrakech_Tensift_El_Haouz_Region,"Marrakech 40500, Morocco",31.6294723,-7.9810845
Morocco,Hassan_II_Mosque-Casablanca_Grand_Casablanca_Region,"Blvd Sidi Mohammed Ben Abdallah, Casablanca 20450, Morocco",33.6074391,-7.6305814
Morocco,Ben_Youssef_Madrasa-Marrakech_Marrakech_Tensift_El_Haouz_Region,"Kaat Benahid, Marrakech 40000, Morocco",31.631384,-7.9844436
Morocco,Station_Marrakesh-Marrakech_Marrakech_Tensift_El_Haouz_Region,"Hasan II Avenue, Marrakech 40050, Morocco",31.6320242,-8.0097869
Morocco,Bou_Inania_Medersa-Fes_Fes_Boulemane_Region,"Talaa Sghira, Fes 30110, Morocco",34.0628663,-4.9802127
Morocco,Hassan_II_Mosque-Casablanca_Grand_Casablanca_Region,"Blvd Sidi Mohammed Ben Abdallah, Casablanca 20450, Morocco",33.6074391,-7.6305814
Morocco,Bou_Inania_Medersa-Meknes_Meknes_Tafilalet_Region,"Kabt Souk, Meknes 50000, Morocco",33.8951586,-5.5652967
Morocco,Tamegroute-Zagora_Souss_Massa_Draa_Region," | Valle du Daraa, Zagora, Morocco",30.2638799,-5.6799816
Morocco,Koutoubia_Mosque_and_Minaret-Marrakech_Marrakech_Tensift_El_Haouz_Region,"Avenue Mohammed V, Marrakech 40020, Morocco",31.626983,-7.996351
Morocco,Volubilis-Meknes_Tafilalet_Region,"Moulay Idriss Zerhoun | 30 km 30 north of Meknes, Morocco",34.0724943,-5.5474942
Morocco,Chellah-Rabat_Rabat_Sale_Zemmour_Zaer_Region,"Rabat, Morocco",33.9715904,-6.8498129
Morocco,Volubilis-Meknes_Meknes_Tafilalet_Region,"Meknes, Morocco",33.8730164,-5.5407299
Morocco,Dades_Gorge-Morocco,Morocco,31.791702,-7.09262
Morocco,Parc_Perdicaris-Tangier_Tangier_Tetouan_Region,"Foret de R_milat, Tangier, Morocco",35.7908566,-5.854927
Morocco,Cyber_Park_Arsat_Moulay_Abdeslam-Marrakech_Marrakech_Tensift_El_Haouz_Region,"Avenue Mohammed VI, Marrakech 40020, Morocco",31.618583,-8.00943
Morocco,National_Park_of_Souss_Massa-Souss_Massa_Draa_Region,Morocco,31.791702,-7.09262
Morocco,Parc_La_Prairie-Ifrane_Meknes_Tafilalet_Region,"Ifrane, Morocco",33.5228062,-5.1109552
Namibia,Sossusvlei-Namib_Naukluft_Park_Khomas_Region,"Namib-Naukluft Park, Namibia",-23.0833333,15.1666667
Namibia,Big_Daddy_Dune-Sossusvlei_Namib_Naukluft_Park_Khomas_Region,"Sossusvlei, Namib-Naukluft Park, Namibia",-24.7273906,15.3423909
Namibia,Kolmanskop_Ghost_Town-Luderitz_Karas_Region,"Luderitz, Namibia",-26.6420382,15.1639082
Namibia,Okaukuejo_waterhole-Etosha_National_Park_Oshikoto_Region,"Etosha National Park, Namibia",-18.8555909,16.3293197
